,CourseID,CourseName,Credits,Prerequisites,CoRequisites,Description,Availability,Repeatability,CourseFees
1491,GRA 3139C, Time-Based Media,3,N/A,N/A," Acceptance into Graphic Design and Digital Media program or departmental permission. This course examines the potential of sequence and motion in creating compelling visual narratives. It explores the fundamentals of visual storytelling and presents strategies for planning time-based design solutions that communicate with an intended audience. It introduces technologies and techniques for creating and editing content, including audio, video, typography, still imagery and sound. Projects range from practical to experimental and challenge students to consider how time-based media can shape the user experience.",N/A,N/A,N/A
1492,GRA 3155C, Graphic Symbols and Semiotics,3, Acceptance into Graphic Design and Digital Media program or departmental permission.,N/A," This course introduces the study of signs and symbolism within the framework of visual communication, with a focus on enhancing visual literacy. It examines how meaning is created and how messages are interpreted and perceived depending on cultural, societal and temporal contexts. Course projects explore methods for visually communicating objects and ideas through representation and abstraction; stylization of form, including color, typography and imagery; and the use of rhetorical devices in graphic design.",N/A,N/A, $45
1493,GRA 3174C, Poster Design,3, GRA 3183C,N/A, This course will focus on where design and message come together to communicate an idea to the public. Emphasis will be placed on the aesthetic and meaning behind delivering an effective message to an intended audience. The student will also consider the relevance and role the poster plays in society today. Class projects will focus on concept and process and will be explored visually using various design techniques. There will be a research and writing component to each of the projects.,N/A,N/A, $15
1494,GRA 3183C, Typography Studio,3, GRA 2190C.,N/A,"The principles of typography will be explored through exercises and projects. Projects will emphasize the typographic form and type-and-image in visual communication. Emphasis will be placed on terminology, historical origins, form and compositional elements used while designing with type. Problem solving skills, process and research will be stressed. Graphic design principles will be reinforced with projects concentrating on typographic detail.",N/A,N/A, $45
1495,GRA 3192C, Type Communication,3,N/A,N/A," This course explores the function and potential of typography in expanded design contexts. Students solve increasingly complex typographic problems using innovative design solutions that consider contemporary visual environments. They develop the necessary skills to design engaging reading experiences, from applying conventions of traditional typographic etiquette to experimenting with expressive typography and unconventional compositions. The course emphasizes the use of grids, information hierarchy, and comprehensive typographic systems to create effective layouts that enhance the communication of the message to the intended audience.",N/A,N/A, $15
1496,GRA 3512C, Visual Identity,3, GRA3155C,N/A," This course examines the role of design in defining and enhancing the brand experience of companies, organizations, products, and people. It provides an overview of important historical works and explores visual identity in contemporary branding strategies. Students study formal elements and component parts, as well as applications, classifications, and touchpoints. They utilize research methodologies to produce visual identities, ranging from static wordmarks to adaptive integrated systems, with a focus on creative, consistent solutions. They also examine visual brand strategy through the analysis and development of design standards and guidelines.",N/A,N/A, $15
1497,GRA 3523C, User Interface and Interaction Design,3, Acceptance into the Graphic Design and Digital Media Program or Departmental Permission.,N/A," This course introduces students to the key methodologies in designing modern interactive experiences. Analog and digital tools are utilized to plan, design and prototype human-centered design solutions for screens and emerging technologies. Students explore the limitations and the potential of interactive screen-based design, while effectively applying fundamental design elements including typography, color, imagery, layout, and animation. The course also addresses user research, user experience, design thinking, problem definition, information hierarchy, navigation, usability, accessibility, and production.",N/A,N/A, $45
1498,GRA 3833C, Motion Graphics,3," PGY 1800C, GRA 3880C",N/A," This course introduces students to motion graphics, as it relates to special effects, animation, and advertising. Students will be challenged to apply their current design knowledge in motion graphics. New solutions to visual problems will be explored through challenging class projects. Additional emphasis will be placed on exploring motion graphics as it relates to contemporary media.",N/A,N/A, $45
1499,GRA 3880C, Illustration,3, GRA 2190C,N/A," This course surveys the broad field of illustration through studio projects that examine the varied requirements in areas such as advertising, editorial and book illustration. Projects challenge the students ability to create illustrations, both traditionally and digital, that communicates to a mass audience with impact and style. Additional emphasis will be placed on applying illustrated works to a digital, page design.",N/A,N/A, $45
1500,GRA 4119C, Package Design,3," GRA 3183C, GRA 3512C",N/A," This course introduces the principles of graphic design and three dimensional design as they apply to packaging design. This course will cover principles of branding and how they apply to the process of designing packaging. Students will explore conceptual development and problem solving in three dimensional graphic design systems. In addition, they will work with functional and formal aspects of packaging. Students will also improve their creativity skills while working individually and in teams. They will interface with equipment, software and a variety of packaging materials, forms and containers.",N/A,N/A, $45
1501,GRA 4137C, Advanced Web Design,3, GRA 3523C,N/A," This studio course builds on the principles taught in introduction to web design. Students are challenged to solve advanced communication problems while addressing technical issues relating to web design and the user experience. An emphasis is placed on web standards, advanced HTML and CSS. Students work with industry standard tools to produce assignments that simulate real world projects. Additional topics to be discussed will include: User Testing, Project Panning, Ste Evaluation and Collaboration.",N/A,N/A, $45
1502,GRA 4154C, Advanced Illustration,3,N/A,N/A, Advanced problems and techniques of conceptual and editorial illustration. Problems and demonstration in a variety of media-methods of presentation.,N/A,N/A, $45
1503,GRA 4179C, Social Design,3," GRA 2203C, GRA3183C",N/A, This course will explore the purpose of Graphic Design for social change outside the scope of advertising. Students will investigate societal issues and provide design solutions in response to the problems identified. The student will also consider the relevance of design for pro-bono and non-client based causes. Class projects will emphasize the conceptual and aesthetic aspects of delivering an effective message.,N/A,N/A, $45
1504,GRA 4186C, Senior Design Studio,3," GRA 3183C, GRA 3512C",N/A," This course focuses on the refinement of student's problem-solving abilities through the advanced application of the design process. They research and analyze topical subjects to create visual communication application such as Poster, Corporate Identity Systems, and Environmental and Editorial Design Applications. Emphasis will be placed on expressive and creative communication through graphic design and portfolio development through production of high-quality printed portfolio pieces.",N/A,N/A, $15
1505,GRA 4189C, Graphic Design Portfolio,3," Acceptance into Graphic Design and Digital Media program, and senior status or departmental permission.",N/A," In this concluding course of the Graphic Design and Digital Media program, students produce a portfolio of work that demonstrates advanced critical thinking, conceptualization, technical proficiency, and visual composition. They revise and refine projects created in previous semesters to support a focused area of interest. New work may be developed to create a comprehensive and diverse portfolio. Professional goals are considered in evaluating and utilizing effective presentation formats. The course emphasizes students’ ability to articulate design concepts and decisions through oral and written communication.",N/A,N/A, $15
1506,GRA 4423, Graphic Design Professional Practices,3," Acceptance into Graphic Design and Digital Media program, and senior status or departmental permission.",N/A," This course prepares students for progressing from the classroom to professional environments. It surveys career opportunities within various disciplines and examines cultural trends influencing design practice. The course explores the designer-client relationship, ethical and professional standards of conduct and intellectual property issues. It guides students through the job search process as well as self-employment strategies for pricing work, writing proposals and contracts, and managing time and workflow. Assignments emphasize effective written and oral communication for professional audiences.",N/A,N/A, $15
1507,GRA 4513C, Product Promotion,3, GRA 3183C,N/A," This course explores and deciphers messages in product promotion for television, website, and print. Students will be taught how to use visual rhetoric and persuasion to educate a target audience about products and services. Various theories and practices used in the advertising industry will also be discussed. Emphasis will be placed on design solutions for product promotion.",N/A,N/A, $45
1508,GRA 4884C, Advanced Motion Graphics,3, GRA 3833C,N/A," This course focuses on traditional animation, fundamentals of character design, layout and timing. Projects will focus on the differences between the limitations and specifications for Web and Broadcast. Students will evaluate motion design and animation examples and discuss film theory as it relates to the role of designer/producer. Emphasis will be placed on taking ideas from concept to finished shorts utilizing the current technology. Commercial as well as experimental techniques will be discussed.",N/A,N/A, $45
1509,GRA 4886C, Visual Systems,3, GRA2208C and GRA3155C,N/A," This course enables students to create complex, concept-driven, user-centered design systems. It provides advanced strategies for conducting, analyzing, evaluating and synthesizing research to identify user needs and respond with responsible, meaningful, empathic design solutions. Students consider the impact of design beyond the target audience, examining systemic effects on business, economy, society, culture, and environment. The course emphasizes the importance of communication and collaboration with all the participants of the design process.",N/A,N/A, $15
1510,GRA 4940, Internship in Graphic Design,3, Senior standing and completion of three upper-level graphic design courses and consent of coordinator.,N/A, Students will work and study on the job with a Graphic Design firm or an organization that has a Graphic Design Department. The firm or organization must be approved by the coordinator and paid positions are preferred.,N/A,N/A, $15
1511,HIS 3051, (GW) The Craft of the Historian,3,N/A,N/A,"Introduces students to the skills, approaches, and theories used by historians; includes both discussion and practice of the craft of the historian. Gordon Rule Additional Writing credit.",N/A,N/A,N/A
1512,HIS 3307, Modern War,3,N/A,N/A,"An examination of the role and nature of the military in the modern world, with emphasis on the 20th century forms of total war and guerrilla warfare.",N/A,N/A,N/A
1513,HIS 3402, Urban Environmental History and Sustainability,3,N/A,N/A," This course examines the historical relationship between cities and nature, from the early 1800s to the present time. Focusing on Europe and North America over the last two hundred years, we study: (1) how industrial era cities changed their surroundings, leading to smoky skies, polluted canals, unsanitary housing, and shortages of water; (2) how different social and political groups have thought about and tried to improve the urban environment, building water and sewer systems, establishing park space, planting sustainable gardens, and creating sustainable energy, water, waste, and transportation systems; and 3), the ways that different groups have experienced pollution and urban blight, depending upon issues of race, class, and gender. We will explore these themes through lectures, discussions, readings, films, written assignments and field trips.",N/A,N/A,N/A
1514,HIS 3490, History of Medicine and Disease,3,N/A,N/A,"The development of the modern medical and allied health professions, with special reference to the U.S. from the late 18th through the 20th century; social, scientific, and historical factors that determine the nature, extent and definition of disease.",N/A,N/A,N/A
1515,HIS 3932, Selected Topics:History,3,N/A,N/A,May be repeated for a total of 18 credits under different topics.,N/A,N/A,N/A
1516,HIS 4266, Comparative Empires,3, HIS3051,N/A," This course is designed to provide advanced undergraduates with an in-depth reading of several notable publications that address how and why modern European empires spread and declined. Broadly conceptualized as a colloquium, the readings will allow students to deal with several important processes in empire studies, such as: environment, gender, travel, and science/medicine.",N/A,N/A,N/A
1517,HIS 4906, Directed Individual Study,14, Written consent of the instructor. May be repeated for a total of 6 credits under different topics.,N/A,v. 1-4 credits,N/A,N/A,N/A
1518,HIS 4936, Seminars,3, HIS 3051 or permission of instructor. May be repeated for a total of 15 credits under different topics.,N/A,3 credits,N/A,N/A,N/A
1519,HIS 4940, Internship in History,3," History major or minor, 3.0 GPA, junior or senior standing, and permission of the department chair are required. Provides a supervised work experience in an area historical, archaeological or cultural organization. Students must work at least 160 hours per semester. May be repeated for up to 6 credits.",N/A,3 credits,N/A,N/A,N/A
1520,HIS 4970, (GW) Senior Honors Thesis,36, Acceptance to the Honors in the Major track in history. Research and Honors thesis writing under supervision of a department committee. May be repeated for a maximum of 6 credits.,N/A,v. 3-6 credits,N/A,N/A,N/A
1521,HIS 5067, Public History,3,N/A,N/A,"This course will enhance student knowledge of public history by providing them with both the current literature in this more recent field of the history profession. In addition, students will be required to practice this area of history by creating their own projects to contribute to the knowledge of history, particularly local history, beyond the traditional academic arena of the classroom. Students will interact with a variety of individuals who are active in fields of public history. Other primary goals of the class are to impart extensive information about historic preservation and give students a greater understanding of the role of history professionals in this increasingly significant field of public history.",N/A,N/A,N/A
1522,HIS 5268, Comparative Empires,3,N/A,N/A,"This course is designed to provide graduate students with an in-depth reading of several notable publications that address how and why modern European empires spread and declined. Broadly conceptualized as a colloquium, the readings will allow students to deal with several important processes in empire studies, such as: environment, gender, travel, and science/medicine.",N/A,N/A,N/A
1523,HIS 5302, History in Photography and Film,3,N/A,N/A,"This course considers how photographs and films (including documentary and feature films) both distort and reflect historical reality, and how photographs and films can be used as historical evidence.",N/A,N/A,N/A
1524,HIS 5934, Special Topics in History,3,N/A,N/A,May be repeated up to 9 credits.,N/A,N/A,N/A
1525,HIS 6905, Directed Independent Study,14, Permission of instructor. May be repeated up to 9 credits under different topics with permission of graduate advisor.,N/A,v. 1-4 credits,N/A,N/A,N/A
1526,HIS 6935, Special Topics in History,3, Permission of instructor. The course will vary each time it is offered. May be repeated up to 12 credits under different topics with permission of graduate advisor.,N/A,3 credits,N/A,N/A,N/A
1527,HIS 6946, Internship in History,3," Admission to graduate program, six hours of history graduate credit, and permission of the graduate advisor required. Provides a supervised work experience in an area historical, archaeological or cultural organization. Students must work at least 200 hours per semester. May be taken only once for credit in thesis program and twice in non-thesis program.",N/A,3 credits,N/A,N/A,N/A
1528,HIS 6971, Thesis Research,16, Graduate standing. MA thesis research and writing. May be repeated for up to 15 credits with permission of graduate advisor.,N/A,v. 1-6 credits,N/A,N/A,N/A
1529,HSA 2530, The Language of Healthcare,3,N/A,N/A," This course provides an introduction to professional communications, and vocabulary used in the Health Administration field. Emphasis is placed on the fundamentals of terminology and communication.",N/A,N/A,N/A
1530,HSA 3101, Introduction to Health Administration,3,N/A,N/A," A study of behavioral, organizational and situational factors affecting the management role in health delivery settings and strategies for analyzing problems and implementing changes. Emphasis on management strategies and techniques as applicable to professionals working in the health setting.",N/A,N/A,N/A
1531,HSA 3160, Health Care Marketing,3,N/A,N/A,"Principles and methods of marketing health care services with emphasis on newly developing health care services. Considers roles of professions, governing bodies, organization administration and consumers.",N/A,N/A,N/A
1532,HSA 3191, Health Information Systems I,3,N/A,N/A,"Examination of health information systems with focus on system technology, hardware configurations and the nature and characteristics of information systems in health care settings. Various applications for information systems in the health care delivery system will be emphasized as well as their potential benefits.",N/A,N/A,N/A
1533,HSA 3222, Long Term Care Administration,3,N/A,N/A,"This course provides an introduction to the organization, financing, and management of the institutional and community based health care and social services that make up the long-term care delivery system.",N/A,N/A,N/A
1534,HSA 3340, Healthcare Human Resources,3,N/A,N/A,"This course introduces students to the management and development of personnel within numerous public and private healthcare settings. The course will introduce students to the key functions of human resources, the legal and regulatory aspects of human resources management and the current human resources challenges faced by healthcare organizations.",N/A,N/A,N/A
1535,HSA 3383, Quality Management in Healthcare,3,N/A,N/A,"This course is designed to acquaint the student with quality management concepts, tools and techniques used in health services industry and the application of quality management theory to health care product and service outcomes.",N/A,N/A,N/A
1536,HSA 3430, Health Economics and Quantitative Analysis,3, STA 2023 and ECO 2023,N/A," This course will be designed to examine the U.S. health care decision-making and delivery system from an applied economics perspective. With advancement in health insurance models, greater emphasis is being placed on individual choice and responsibility as determinants of healthcare utilization. The purpose of the course is to show students how to apply the basic principles of economics to health care. In addition, this course will focus the utilization and application quantitative skills required to understand, conduct and evaluate performance of health care organizations.",N/A,N/A,N/A
1537,HSA 3514, Essentials of Practice Management,3,N/A,N/A, This course will examine issues and circumstances surrounding the management of medical and physician group practices within the United States healthcare system.,N/A,N/A,N/A
1538,HSA 3522, Managerial Epidemiology,3,N/A,N/A," This course will provide a focused look at how epidemiology and the study of population health and the mechanisms by which health is measured, studied, and evaluated can be applied to health care and public health management.",N/A,N/A,N/A
1539,HSA 3750, Evaluation of Health Programs,3,N/A,N/A,"Focuses on determining the relative worth of organized programs and services in the health care industry. Examines the various evaluative models including behavioral, systems, decision making, case study and accreditation. Study of needs assessment, formative and summative evaluation is also studied.",N/A,N/A,N/A
1540,HSA 4004, Professional Skills Development,3, HSA 4170, HSA 4922, This course is taken in preparation for the health administration internship. Students will participate in structured activities that prepare them to demonstrate skills needed to successfully secure an internship site and complete administrative assignments and projects within the health care workplace.,N/A,N/A, $125.46
1541,HSA 4111, U.S. Health Care System,3,N/A,N/A,An overview of the organization and delivery mechanisms in the U.S. health care system. Various settings for the delivery of health care and personnel and financial resources integral to the delivery of care are presented. Course also includes the historical development and future growth and direction of the system.,N/A,N/A,N/A
1542,HSA 4150, Introduction to Health Policy,3, HSA 3111 and HSA 4111,N/A, This course is an introduction to health policy. It will focus on how U.S. health policy is developed and will provide students with a general understanding of the policymaking process and debates related to major U.S. health care legislation.,N/A,N/A,N/A
1543,HSA 4170, Health Care Finance,3," ACG 2021, ACG 2071, ECO 2023, HSA 3111 and HSA 4111",N/A," This course focuses on the economic impact of fiscal policies in healthcare organizations. Methods of analyzing financial reports and the fiscal components of the budgetary process will be covered. In addition, the relationship of the economic environment and health care costs and their implications for health care organizations will be explored.",N/A,N/A,N/A
1544,HSA 4553, Health Law and Ethics,3,N/A,N/A,The principles and rules of law and how they relate to health care organizations and the ethical issues of consumers and providers of health care. The course also focuses on ethics and its principles and application in service settings. Contemporary issues confronting those delivering and using health care will be examined.,N/A,N/A,N/A
1545,HSA 4850, Health Administration Internship,3, HSA4922 and HSA4004,N/A, The health administration internship provides the student with the opportunity to gain practical experience and integrate classroom knowledge and theory in an administrative setting within the health care industry.,N/A,N/A,N/A
1546,HSA 4905, Independent Study,3, Permission of supervising faculty and Department Chair. Students will complete a specialized study or research project on a health administration topic under direction of program faculty. This course may be repeated once for an additional 3 credits.,N/A,3 credits,N/A,N/A,N/A
1547,HSA 4922, Capstone: Health Administration,3," HSA 4170, STA 2023, and CGS 1100", HSA 4004, This capstone course is designed to enable students to integrate knowledge and skills derived from prior coursework as they address current management issues for health services organizations.,N/A,N/A,N/A
1548,HSA 4938, Seminar on Managed Care,3,N/A,N/A,A series of seminars presented by faculty and students on topics of interest in the managed care arena. The seminar will provide a forum for the discussion of topics of interest in managed care operations.,N/A,N/A,N/A
1549,HSA 4955, Study Abroad Health,3,N/A,N/A,"This course provides students with the opportunity to study the organization, financing and delivery of health care in other countries. While abroad, students will visit hospitals and health organizations, and meet with local public health officials as they explore cultural and political issues impacting health care. This course may be repeated once for study of a different country for an additional 3 credits.",N/A,N/A,N/A
1550,HSA 5177, Health Care Finance,3,N/A,N/A,Corequisite: ACG 2021 or equivalent. This course is designed to provide a foundation in current finance theory with tools needed by health care managers in day-to-day practice. The course finance content encompasses the spectrum of the health care industry and provides financial models used for cost-effective analysis.,N/A,N/A,N/A
1551,HSA 6112, International Health Systems,3," HSA 6114, HSA 6186 and HSA 6940",N/A, This course is an intercultural study designed to pair international certificate students and Master of Health Administration students for the purpose of examining specific health management topics from the framework of different cultures.,N/A,N/A,N/A
1552,HSA 6114, Health Organization and Delivery,3,N/A,N/A,"Examines the organization and administration of the U.S. health care system including its various health care service settings, personnel resources, and sources of system finance.",N/A,N/A,N/A
1553,HSA 6148, Strategic Planning and Marketing in Healthcare,3,N/A,N/A," This course introduces the principles, methods and concepts of two primary aspects of strategic management related to health care organizations including strategic planning and marketing. Governance, systems analysis, model development, market and product development, financial planning, process engineering, human resources planning and decision support systems will be introduced as they pertain to the tactical design and implementation of a strategic management culture.",N/A,N/A,N/A
1554,HSA 6149, Healthcare Planning and Project Management,3, Undergraduate marketing course or equivalent.,N/A," This course develops the competencies and skills for planning and controlling projects and understanding interpersonal issues that drive successful project outcomes. Focusing on the introduction of new products and processes, it examines the project management life cycle, defining project parameters, matrix management challenges, effective project management tools and techniques, and the role of a project manager.",N/A,N/A,N/A
1555,HSA 6158, Health Policy and Law,3,N/A,N/A," This course provides an overview of the legal system, and health law and policy issues directly impacting healthcare organizations, practitioners and the public. Areas covered will include health care policy development and legal and regulatory actions at the state, federal and local level.",N/A,N/A,N/A
1556,HSA 6178, Advanced Health Care Financial Management,3," HSA 5177, HSA 6196. This course examines the concepts and techniques of financial management in health care delivery system settings. Examines organizational cost behavior, budgeting, cost allocation and financial modeling.",N/A,3 credits,N/A,N/A,N/A
1557,HSA 6179, Financial Management for Health Care Organizations,3,N/A,N/A," This course focuses on health care organizations' financing and financial decisions in the changing health care landscape. It addresses selected financial management concepts, practices,and finance functions in healthcare organizations. It also introduces important financial theories, issues, tools and terminology that administrators need to know to manage health care organizations.",N/A,N/A,N/A
1558,HSA 6186, Healthcare Leadership and Organizational Theory,3, HSA 6114.,N/A," This course addresses current leadership and theory focusing on leadership styles, motivation, change management, innovation, and creativity as they relate to the management of health services organizations. This course will review the interaction of leadership styles and organizational theory and behavior to explain why healthcare organization exist as they do,and how individuals within organization both affect and are affected by the structure of the organization.",N/A,N/A,N/A
1559,HSA 6187, Managing Human Resources in Health Care Organizations,3,N/A,N/A," This course focuses on the management of people in healthcare organizations. Human resources (HR) strategic planning, HR legal environment, compensation strategies, recruitment/selection/retention, job design and analysis, performance management, and diversity and inclusion in the workplace will be discussed.",N/A,N/A,N/A
1560,HSA 6188, Capstone: Healthcare Strategic Management,3, HSA 6435; HSA 6114; HSA 5177.,N/A," This ""capstone"" course is intended to integrate the various disciplines - finance, human resources, law, ethics, policy, operations, research, etc. - into a comprehensive and practical framework. This course will challenge students to put acquired skills, theories and strategies into practice in various segments of the health industry.",N/A,N/A, $125.46
1561,HSA 6196, Quantitative Analysis for Health Services,3, HSA 5177 Health Care Finance,N/A,This course covers the financial and statistical techniques used in managerial decision-making in the health care industry. Emphasis will be placed on the analysis of financial data and application of analytical tools in the evaluation of healthcare programs and organizations.,N/A,N/A,N/A
1562,HSA 6198, Health Information Technology,3,N/A,N/A,"This course will examine healthcare information systems with respect to their composition, role, and development within the healthcare environment. In addition, the course will discuss methods for evaluating new health information technology for acquisition by healthcare organizations.",N/A,N/A,N/A
1563,HSA 6342, Healthcare Human Resources,3,N/A,N/A,This course focuses on the management of people in healthcare organizations. The course will provide a comprehensive set of managerial tasks and activities designed to develop human resources management (HRM) skills applicable to health services. Aspects of the external environment that affect how people are managed in the healthcare workplace will also be examined.,N/A,N/A,N/A
1564,HSA 6385, Quality Management in Health Care,3,N/A,N/A,This course will provide students an opportunity to examine many of the issues related to quality measurement in health care. The course will emphasize individual and group inquiry into various quality measurement programs and will examine the theoretical basis for current quality measurement activity in the health care field.,N/A,N/A,N/A
1565,HSA 6386, Population Health for Health Administrators,3,N/A,N/A," This course introduces concepts related to population health and epidemiological methods utilized in the study of the origin, distribution, and control of disease. The course will acquaint students with the fundamentals of epidemiologic inquiry, population studies and design, biases that affect interpretation of clinical studies, and applications to decision-making by management in public and private health care organizations.",N/A,N/A,N/A
1566,HSA 6387, Healthcare Quality and Patient Safety Management,3,N/A,N/A," This course will emphasize individual and group inquiry into various quality initiatives and patient safety programs and will examine current quality measurement activity in health care. Topics discussed in the course include the elements of patient safety and satisfaction, measures for improving organizational and patient quality, accountability standards, and the system approach for continuous quality improvement.",N/A,N/A,N/A
1567,HSA 6396, Strategic Planning for Health Information Systems,3,N/A,N/A," This course includes and expands on the typical management information system course material. It includes a macro application to the strategic planning and implementation of clinical and business information systems. Time is spent exploring the importance of balancing technical innovation, business stewardship, and socially responsible and ethical uses of technology.",N/A,N/A,N/A
1568,HSA 6435, Health Economics,3,N/A,N/A,"This course examines supply and demand factors, financing of care, efficiency and cost of delivery as related to the health care system. Special attention will be given to physician and hospital reimbursement and behavior, competition and rationing as mechanisms for controlling expenditures.",N/A,N/A,N/A
1569,HSA 6436," Health Economics, Financing and Reimbursement",3,N/A,N/A," This course examines supply and demand factors, financing of care, efficiency and cost of delivery as related to the health care system. Special attention will be given to physician and hospital reimbursement and behavior, competition and rationing as mechanisms for controlling expenditures.",N/A,N/A,N/A
1570,HSA 6512, Leadership and Organizational Behavior in Healthcare,3,N/A,N/A, This course provides the tools necessary for enhancing leadership effectiveness in today’s challenging healthcare environment. Through the use of self-discovery and application of leadership principles students will be better able to contribute to organizational success. The course will also include a review of various organizational behavior theories that can be applied toward the achievement of specific goals within healthcare organizations.,N/A,N/A,N/A
1571,HSA 6515, Practice Management,3,N/A,N/A,This course examines issues and circumstances surrounding the management of medical and physician group practices within the United States healthcare system. It will also provide students with practical information and managerial techniques for effective physician practice management.,N/A,N/A,N/A
1572,HSA 6520, Managerial Epidemiology,3,N/A,N/A," This course covers epidemiological concepts and methods for measuring and interpreting data related to the distribution and determinants of morbidity and mortality in human populations. The course will acquaint students with the fundamentals of epidemiologic inquiry, population studies and design, biases that affect interpretation of clinical studies, and applications to decision-making in health care and public health management.",N/A,N/A,N/A
1573,HSA 6707, Research Methods for Healthcare Management,3,N/A,N/A,"Descriptions: The course provides an overview of select concepts related to research methods including design, data collection, statistical and interpretative analysis. Research method techniques and common statistical applications of importance to healthcare managers are also discussed.",N/A,N/A,N/A
1574,HSA 6813, Aging Capstone,36," HSA 6114, HSA 5177, HSA 6225",N/A, The Aging Capstone is designed to provide students the opportunity to gain practical experience while demonstrating the integration of classroom knowledge and theory in management of aging programs and services within the health care industry. Students will select an internship in an aging services organization or a faculty supervised community-based project. This course is a culminating experience and is taken the last semester of academic enrollment.,N/A,N/A, $125.46
1575,HSA 6815, Practicum: Executive Skill Development,3, HSA 6186,N/A, This Executive Skill Development course is designed to develop and enhance the skills necessary for success as a healthcare executive through management practice in health care administration. The course provides the students the opportunity to gain practical experience and integrate classroom knowledge and theory in an administrative setting within the health care industry.,N/A,N/A,N/A
1576,HSA 6905, Policy and Law in Healthcare,3, HSA 6114,N/A," This course is an introduction to the study of health policy,health law and the legal system. The course will focus on components of health policy and law, including how policy is developed, analyzed, and evaluated. The main emphasis will be upon understanding how governmental bodies produce policy and how the legal and regulatory actions impact the healthcare industry.",N/A,N/A,N/A
1577,HSA 6908, Directed Independent Study,3, Permission of supervising faculty and Department Chair. This course allows the student to complete a specialized study or research project under the direction of program faculty. This course can be repeated once for an additional 3 credits.,N/A,3 credits,N/A,N/A,N/A
1578,HSA 6940, MHA Internship,3, HSA 5177 and HSA 6196,N/A," The Health Administration Internship provides Masters in Health Administration (MHA) students an opportunity to gain practical work experience and improve their knowledge, skills and abilities by integrating lessons and theories gained in the classroom into a professional setting within the health care industry.",N/A,N/A,N/A
1579,HSA 6958, Study Abroad: Healthcare,3," Graduate Standing, preference given to BCH students. This course provides the students with the opportunity to study the organization, financing and delivery of health care in other countries. While abroad, students will visit hospitals and health organizations, and meet with local health practitioners as they explore cultural and political issues impacting healthcare. This course may be repeated once for an additional 3 credits.",N/A,3 credits,N/A,N/A,N/A
1580,HSC 2000, Health Care Careers,3,N/A,N/A,"This course is designed to assist students in planning and pursuit of their own career goals. Students will be provided with an introduction to the health care industry emphasizing the roles of the various health care professionals. The course investigates the wide variety of health care careers, focusing on the nature of the work, job descriptions, necessary abilities, legal and ethical responsibilities, and education preparation and credentialing. Students will learn how to gain reliable information regarding individual jobs in health care and understand impact of current trends in health care on employment opportunities. An opportunity to interface with health care professionals is provided.",N/A,N/A,N/A
1581,HSC 2100, Personal and Public Health,3,N/A,N/A,"This course examines US health priorities with an emphasis on behavioral and social determinants of health. Material presented will raise levels of awareness and provide information needed to make informed health related choices, encourage attitude change, and develop decision making skills which facilitate healthier lifestyle behaviors.",N/A,N/A,N/A
1582,HSC 2619, Introduction to Exercise Science,3,N/A,N/A," This engaging introductory course provides an overview of exercise science and related areas, such as exercise physiology, athletic training, biomechanics, sports psychology, motor control and learning, nutrition, and sports injury. This course will help lower level undergraduate students develop an understanding of the basic principles of exercise science and the range of career paths in the field.",N/A,N/A,N/A
1583,HSC 3032, Foundations of Public Health,3, Completion of 50 credit hours.,N/A, The purpose of this course is to introduce the public health field and profession and to provide a foundation for subsequent major courses. Emphasis will be placed on the social and behavioral core of public health. Students will learn foundations of the field centered around the Responsibilities and Competencies of Health Educators. Student development and professionalism is emphasized.,N/A,N/A,N/A
1584,HSC 3301, Health and Movement Education in the Elementary School,3,N/A,N/A,"A study of elementary school health, safety, and movement education programs. For elementary education majors.",N/A,N/A,N/A
1585,HSC 3304, Public Health Strategies,3, Completion of 50 or more earned credit hours.,N/A," This course focuses on methods to effectively communicate public health education messages that positively influence the behaviors of individuals and communities. Students will learn essential skills to communicate health messages to diverse audiences using presentations, teaching strategies, and print and social media.",N/A,N/A,N/A
1586,HSC 3500, Epidemiology,3, STA 2014 or STA 2023,N/A," A study of the distribution and determinants of health and disease in humans utilizing basic concepts in clinical medicine laboratory science, statistical and data handling methods. The causes of disease will be examined leading to the proposal of potentially effective strategies for prevention and control.",N/A,N/A,N/A
1587,HSC 3537, Medical Terminology,3,N/A,N/A,Study of medical terminology and how it relates to the systems of the body. Emphasis placed on the fundamentals of terminology and communication within health related fields.,N/A,N/A,N/A
1588,HSC 3553, Pathophysiology,3,N/A,N/A," This 3 credit course involves the study of physiologic changes in the body that result from disease processes. An overview of basic concepts of disease processes will be provided and particular attention will be placed on the etiology, development, and progression of chronic diseases of the cardiovascular, pulmonary, neurologic, metabolic, and musculoskeletal systems.",N/A,N/A,N/A
1589,HSC 3555," Human Diseases: Pathophysiology, Prevention and Treatment",3," BSC 2085C, BSC 2086C",N/A,"This course provides an overview of the etiology, pathophysiology, diagnosis, prevention and treatment of the major human diseases. Both infectious and non-infectious diseases of the human body systems will be presented.",N/A,N/A,N/A
1590,HSC 3578," Food, Health and Society",3,N/A,N/A,"This course is an analysis of how social, psychological, cultural, historical, political, and ecological factors impact food, nutrition, and society. Students will gain an understanding of the U.S. food system and how the food system structure and function affects societal health. The course will also discuss information about how food globalization impacts health. Emphasis will be given to understanding how food-related social factors impact nutrition and dietetics practice.",N/A,N/A,N/A
